DE: Experiment,location,DE: Kamera,pointOfView,sceneId,DE: SceneID,DE: Basisszenario,DE: Links_RVA,leftOfBicycleLane,DE: Tr_li-Breite,divideLeftWidth,DE: Tr_li-Art,divideLeftCategory,DE: Tr_li-baulTrennung,divideLeftStructural,DE: Links_RVA+Tr_li-baulTrennung,leftOfBicycleLaneWithStructuralDivide,DE: RVA-Breite,bicycleLaneWidth,DE: Tr_re-Breite,divideRightWidth,DE: Tr_re-Art,divideRightCategory,DE: GW-Breite,pavementWidth,DE: GW-Geschäftsnutzung,pavementHasShows,DE: Breite RVA_nutzbar,bicycleLaneWidthUsable,DE: FS-Art,vehicleLaneUsage,DE: FS-Geschwindigkeit,vehicleLaneMaxspeed,DE: RVA-Lage,bicycleLaneLanes,DE: RVA-Oberfläche,bicycleLaneSurface,DE: Tr_li-Markierung,divideLeftMarking,DE: Tr_re-Markierung,divideRightMarking,DE: Parken,parkingCategory,DE: Seitenraum,rightOfBicycleLane,DE: Protected,divideIsPhysical,TODO: Tobias,DE: Richtungsfreigabe,todoMotorVehicleDirection,DE: besondere Merkmale,bicycleStreetType,DE: FS-Breite,motorVehicleWidth,DE: Verkehrsaufkommen,motorVehicleTrafficVolumen,vote0Unsafe,vote1RatherUnsafe,vote2Save,vote3VerySave,voteSum,voteCount,voteMeans
CP,pavement,C,bicycle,01_CP_C_978,,10,Parken,parked_cars,schmal,narrow,Grünstreifen,green_verge,Sperrpfosten,bollard,Parken__Sperrpfosten,parked_cars__bollard,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,breit,wide,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,00%","3,96%","27,72%","68,32%","100,00%",68,
CP,pavement,C,bicycle,01_CP_C_977,,10,Parken,parked_cars,breit,wide,Aufpflasterung,paved_hump,Keine,none,Parken__Keine,parked_cars__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,breit,wide,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","6,48%","36,11%","57,41%","100,00%",71,
CP,pavement,C,bicycle,01_CP_C_976,,10,Parken,parked_cars,breit,wide,Grünstreifen,green_verge,Keine,none,Parken__Keine,parked_cars__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,breit,wide,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","5,83%","29,17%","65,00%","100,00%",82,
CP,pavement,C,bicycle,01_CP_C_975,,10,Parken,parked_cars,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Parken__Keine,parked_cars__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,breit,wide,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,23%","4,94%","29,63%","64,20%","100,00%",51,
CP,pavement,C,bicycle,01_CP_C_974,,10,Parken,parked_cars,schmal,narrow,Grünstreifen,green_verge,Keine,none,Parken__Keine,parked_cars__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,breit,wide,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,92%","4,59%","30,28%","64,22%","100,01%",74,
CP,pavement,C,bicycle,01_CP_C_973,,10,Parken,parked_cars,-,-,-,-,Keine,none,Parken__Keine,parked_cars__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,breit,wide,-,-,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"3,39%","5,08%","28,81%","62,71%","99,99%",67,
CP,pavement,C,bicycle,01_CP_C_972,,10,Parken,parked_cars,breit,wide,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Parken__Sperrpfosten,parked_cars__bollard,breit,wide,breit,wide,Grünstreifen,green_verge,breit,wide,-,-,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,97%","2,91%","22,33%","73,79%","100,00%",51,
CP,pavement,C,bicycle,01_CP_C_971,,10,Parken,parked_cars,breit,wide,Grünstreifen,green_verge,Sperrpfosten,bollard,Parken__Sperrpfosten,parked_cars__bollard,breit,wide,breit,wide,Grünstreifen,green_verge,breit,wide,-,-,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,85%","1,69%","25,42%","72,03%","99,99%",67,
CP,pavement,C,bicycle,01_CP_C_970,,10,Parken,parked_cars,schmal,narrow,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Parken__Sperrpfosten,parked_cars__bollard,breit,wide,breit,wide,Grünstreifen,green_verge,breit,wide,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,00%","1,74%","24,35%","73,91%","100,00%",71,
CP,pavement,C,bicycle,01_CP_C_969,,10,Parken,parked_cars,schmal,narrow,Grünstreifen,green_verge,Sperrpfosten,bollard,Parken__Sperrpfosten,parked_cars__bollard,breit,wide,breit,wide,Grünstreifen,green_verge,breit,wide,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,86%","4,31%","25,86%","68,97%","100,00%",82,
CP,pavement,C,bicycle,01_CP_C_968,,10,Parken,parked_cars,breit,wide,Aufpflasterung,paved_hump,Keine,none,Parken__Keine,parked_cars__none,breit,wide,breit,wide,Grünstreifen,green_verge,breit,wide,-,-,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,94%","4,72%","30,19%","64,15%","100,00%",70,
CP,pavement,C,bicycle,01_CP_C_967,,10,Parken,parked_cars,breit,wide,Grünstreifen,green_verge,Keine,none,Parken__Keine,parked_cars__none,breit,wide,breit,wide,Grünstreifen,green_verge,breit,wide,-,-,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,80%","4,00%","22,40%","72,80%","100,00%",63,
CP,pavement,C,bicycle,01_CP_C_966,,10,Parken,parked_cars,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Parken__Keine,parked_cars__none,breit,wide,breit,wide,Grünstreifen,green_verge,breit,wide,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,97%","8,74%","20,39%","69,90%","100,00%",57,
CP,pavement,C,bicycle,01_CP_C_965,,10,Parken,parked_cars,schmal,narrow,Grünstreifen,green_verge,Keine,none,Parken__Keine,parked_cars__none,breit,wide,breit,wide,Grünstreifen,green_verge,breit,wide,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","0,88%","28,07%","71,05%","100,00%",72,
CP,pavement,C,bicycle,01_CP_C_964,,10,Parken,parked_cars,-,-,-,-,Keine,none,Parken__Keine,parked_cars__none,breit,wide,breit,wide,Grünstreifen,green_verge,breit,wide,-,-,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","2,70%","29,73%","67,57%","100,00%",74,
CP,pavement,C,bicycle,01_CP_C_963,,10,Parken,parked_cars,breit,wide,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Parken__Sperrpfosten,parked_cars__bollard,breit,wide,schmal,narrow,Grünstreifen,green_verge,breit,wide,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,00%","1,79%","28,57%","69,64%","100,00%",66,
CP,pavement,C,bicycle,01_CP_C_962,,10,Parken,parked_cars,breit,wide,Grünstreifen,green_verge,Sperrpfosten,bollard,Parken__Sperrpfosten,parked_cars__bollard,breit,wide,schmal,narrow,Grünstreifen,green_verge,breit,wide,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,00%","3,70%","23,15%","73,15%","100,00%",63,
CP,pavement,C,bicycle,01_CP_C_961,,10,Parken,parked_cars,schmal,narrow,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Parken__Sperrpfosten,parked_cars__bollard,breit,wide,schmal,narrow,Grünstreifen,green_verge,breit,wide,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,00%","1,77%","15,04%","83,19%","100,00%",67,
CP,pavement,C,bicycle,01_CP_C_960,,10,Parken,parked_cars,schmal,narrow,Grünstreifen,green_verge,Sperrpfosten,bollard,Parken__Sperrpfosten,parked_cars__bollard,breit,wide,schmal,narrow,Grünstreifen,green_verge,breit,wide,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,00%","3,03%","15,91%","81,06%","100,00%",74,
CP,pavement,C,bicycle,01_CP_C_575,,5,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,schmal,narrow,Aufpflasterung,paved_hump,breit,wide,ja,yes,1,1,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"2,16%","27,34%","41,73%","28,78%","100,01%",93,
CP,pavement,C,bicycle,01_CP_C_574,,5,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,schmal,narrow,Aufpflasterung,paved_hump,breit,wide,ja,yes,1.5,1.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"1,49%","11,19%","47,76%","39,55%","99,99%",77,
CP,pavement,C,bicycle,01_CP_C_573,,5,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,schmal,narrow,Aufpflasterung,paved_hump,breit,wide,ja,yes,1.5,1.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"3,73%","12,42%","43,48%","40,37%","100,00%",119,
CP,pavement,C,bicycle,01_CP_C_572,,5,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,schmal,narrow,Aufpflasterung,paved_hump,breit,wide,ja,yes,1,1,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,85%","22,03%","48,31%","28,81%","100,00%",79,
CP,pavement,C,bicycle,01_CP_C_571,,5,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,schmal,narrow,Aufpflasterung,paved_hump,breit,wide,ja,yes,1,1,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"3,30%","26,89%","39,15%","30,66%","100,00%",165,
CP,pavement,C,bicycle,01_CP_C_570,,5,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,schmal,narrow,Aufpflasterung,paved_hump,breit,wide,ja,yes,1.5,1.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,95%","16,23%","51,30%","30,52%","100,00%",108,
CP,pavement,C,bicycle,01_CP_C_569,,5,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,schmal,narrow,Aufpflasterung,paved_hump,breit,wide,ja,yes,1.5,1.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"2,96%","17,78%","50,37%","28,89%","100,00%",100,
CP,pavement,C,bicycle,01_CP_C_568,,5,Fahrstreifen,car_lanes,-,-,-,-,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,schmal,narrow,Aufpflasterung,paved_hump,breit,wide,ja,yes,1.75,1.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,12%","16,20%","54,19%","28,49%","100,00%",129,
CP,pavement,C,bicycle,01_CP_C_567,,5,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,breit,wide,Grünstreifen,green_verge,breit,wide,ja,yes,0.5,0.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"23,97%","34,25%","23,97%","17,81%","100,00%",105,
CP,pavement,C,bicycle,01_CP_C_566,,5,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,breit,wide,Grünstreifen,green_verge,breit,wide,ja,yes,0.5,0.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"29,88%","41,46%","21,34%","7,32%","100,00%",128,
CP,pavement,C,bicycle,01_CP_C_565,,5,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,breit,wide,Grünstreifen,green_verge,breit,wide,ja,yes,1,1,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"10,97%","30,97%","34,19%","23,87%","100,00%",111,
CP,pavement,C,bicycle,01_CP_C_564,,5,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,breit,wide,Grünstreifen,green_verge,breit,wide,ja,yes,1,1,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"15,24%","26,19%","33,33%","25,24%","100,00%",168,
CP,pavement,C,bicycle,01_CP_C_563,,5,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,breit,wide,Grünstreifen,green_verge,breit,wide,ja,yes,0.5,0.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"11,45%","34,34%","40,36%","13,86%","100,01%",112,
CP,pavement,C,bicycle,01_CP_C_562,,5,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,breit,wide,Grünstreifen,green_verge,breit,wide,ja,yes,0.5,0.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"32,09%","37,97%","23,53%","6,42%","100,01%",136,
CP,pavement,C,bicycle,01_CP_C_561,,5,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,breit,wide,Grünstreifen,green_verge,breit,wide,ja,yes,1,1,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"10,78%","26,35%","42,51%","20,36%","100,00%",125,
CP,pavement,C,bicycle,01_CP_C_560,,5,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,breit,wide,Grünstreifen,green_verge,breit,wide,ja,yes,1,1,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"3,95%","32,24%","38,82%","25,00%","100,01%",102,
CP,pavement,C,bicycle,01_CP_C_559,,5,Fahrstreifen,car_lanes,-,-,-,-,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,breit,wide,Grünstreifen,green_verge,breit,wide,ja,yes,1.25,1.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"4,85%","27,88%","41,82%","25,45%","100,00%",116,
CP,pavement,C,bicycle,01_CP_C_558,,5,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,schmal,narrow,Grünstreifen,green_verge,breit,wide,ja,yes,1,1,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"1,33%","22,00%","30,00%","46,67%","100,00%",104,
CP,pavement,C,bicycle,01_CP_C_557,,5,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,schmal,narrow,Grünstreifen,green_verge,breit,wide,ja,yes,1,1,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"8,00%","22,40%","30,40%","39,20%","100,00%",88,
CP,pavement,C,bicycle,01_CP_C_556,,5,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,schmal,narrow,Grünstreifen,green_verge,breit,wide,ja,yes,1.5,1.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"2,92%","13,87%","34,31%","48,91%","100,01%",91,
CP,pavement,C,bicycle,01_CP_C_555,,5,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,schmal,narrow,Grünstreifen,green_verge,breit,wide,ja,yes,1.5,1.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"2,34%","10,16%","42,19%","45,31%","100,00%",79,
CP,pavement,C,bicycle,01_CP_C_554,,5,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,schmal,narrow,Grünstreifen,green_verge,breit,wide,ja,yes,1,1,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"3,07%","14,11%","41,72%","41,10%","100,00%",119,
CP,pavement,C,bicycle,01_CP_C_553,,5,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,schmal,narrow,Grünstreifen,green_verge,breit,wide,ja,yes,1,1,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"2,61%","20,87%","37,39%","39,13%","100,00%",84,
CP,pavement,C,bicycle,01_CP_C_552,,5,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,schmal,narrow,Grünstreifen,green_verge,breit,wide,ja,yes,1.5,1.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"2,49%","14,23%","42,35%","40,93%","100,00%",221,
CP,pavement,C,bicycle,01_CP_C_551,,5,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,schmal,narrow,Grünstreifen,green_verge,breit,wide,ja,yes,1.5,1.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"2,29%","7,63%","48,85%","41,22%","99,99%",101,
CP,pavement,C,bicycle,01_CP_C_550,,5,Fahrstreifen,car_lanes,-,-,-,-,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,schmal,narrow,Grünstreifen,green_verge,breit,wide,ja,yes,1.75,1.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"2,50%","16,88%","41,88%","38,75%","100,01%",107,
CP,pavement,C,bicycle,01_CP_C_549,,5,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,-,-,-,-,breit,wide,ja,yes,1.25,1.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"1,23%","26,54%","41,36%","30,86%","99,99%",105,
CP,pavement,C,bicycle,01_CP_C_548,,5,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,-,-,-,-,breit,wide,ja,yes,1.25,1.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"6,16%","21,23%","43,84%","28,77%","100,00%",101,
CP,pavement,C,bicycle,01_CP_C_547,,5,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,-,-,-,-,breit,wide,ja,yes,1.75,1.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"1,79%","23,21%","35,27%","39,73%","100,00%",175,
CP,pavement,C,bicycle,01_CP_C_546,,5,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,-,-,-,-,breit,wide,ja,yes,1.75,1.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,51%","16,75%","40,10%","42,64%","100,00%",156,
CP,pavement,C,bicycle,01_CP_C_545,,5,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,-,-,-,-,breit,wide,ja,yes,1.25,1.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,91%","32,48%","40,13%","25,48%","100,00%",110,
CP,pavement,C,bicycle,01_CP_C_544,,5,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,-,-,-,-,breit,wide,ja,yes,1.25,1.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"5,31%","29,20%","38,94%","26,55%","100,00%",74,
CP,pavement,C,bicycle,01_CP_C_543,,5,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,-,-,-,-,breit,wide,ja,yes,1.75,1.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"4,08%","19,05%","52,38%","24,49%","100,00%",108,"2,03"
CP,pavement,C,bicycle,01_CP_C_542,,5,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,-,-,-,-,breit,wide,ja,yes,1.75,1.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,66%","18,78%","45,30%","34,25%","99,99%",130,"2,12"
CP,pavement,C,bicycle,01_CP_C_541,,5,Fahrstreifen,car_lanes,-,-,-,-,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,-,-,-,-,breit,wide,ja,yes,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,41%","23,94%","47,18%","27,46%","99,99%",97,2
CP,pavement,C,bicycle,01_CP_C_540,,5,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,breit,wide,Aufpflasterung,paved_hump,breit,wide,-,-,0.5,0.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"10,83%","33,90%","28,21%","27,07%","100,01%",309,"1,73"
CP,pavement,C,bicycle,01_CP_C_539,,5,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,breit,wide,Aufpflasterung,paved_hump,breit,wide,-,-,0.5,0.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"16,55%","33,81%","32,37%","17,27%","100,00%",100,"1,45"
CP,pavement,C,bicycle,01_CP_C_538,,5,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,breit,wide,Aufpflasterung,paved_hump,breit,wide,-,-,1,1,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"8,27%","27,07%","42,11%","22,56%","100,01%",88,"1,81"
CP,pavement,C,bicycle,01_CP_C_537,,5,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,schmal,narrow,breit,wide,Aufpflasterung,paved_hump,breit,wide,-,-,1,1,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"8,84%","27,62%","36,46%","27,07%","99,99%",131,"1,84"
CP,pavement,C,bicycle,01_CP_C_536,,5,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,breit,wide,Aufpflasterung,paved_hump,breit,wide,-,-,0.5,0.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"8,06%","33,65%","36,49%","21,80%","100,00%",169,"1,72"
CP,pavement,C,bicycle,01_CP_C_535,,5,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,schmal,narrow,breit,wide,Aufpflasterung,paved_hump,breit,wide,-,-,0.5,0.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"21,08%","35,54%","30,12%","13,25%","99,99%",121,"1,39"
